Subject,Description,Service,Impact,Status
Role-based access change request for team EXT-3931,Batch imported ticket for Role-based access change request for team EXT-3931. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-3931. User IP: 92.16.196.64,access,High,open
Payment gateway 500 status on /checkout/EXT-1908,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-1908. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-1908. User IP: 162.1.83.155,application,Low,open
API Latency increased for /v1/products/list - EXT-2370,Batch imported ticket for API Latency increased for /v1/products/list - EXT-2370. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-2370. User IP: 87.131.246.20,application,Critical,resolved
VPN tunnel EXT-9810 status changed to Down,Batch imported ticket for VPN tunnel EXT-9810 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-9810. User IP: 107.241.133.42,network,Low,open
VPC Peering connection EXT-6691 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-6691 dropped packets detected. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-6691. User IP: 250.253.152.191,infrastructure,Medium,in_progress
Payment gateway 500 status on /checkout/EXT-8236,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-8236. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-8236. User IP: 215.199.53.159,application,Critical,resolved
Load Balancer EXT-8396 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-8396 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-8396. User IP: 90.183.86.245,infrastructure,Low,resolved
VPN tunnel EXT-7096 status changed to Down,Batch imported ticket for VPN tunnel EXT-7096 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-7096. User IP: 32.129.105.212,network,Medium,resolved
DNS resolution failure for internal host EXT-8907,Batch imported ticket for DNS resolution failure for internal host EXT-8907. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-8907. User IP: 238.29.42.38,network,Critical,in_progress
Connection pool exhaustion on microservice EXT-1432,Batch imported ticket for Connection pool exhaustion on microservice EXT-1432. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-1432. User IP: 103.175.53.109,database,Low,in_progress
Wireless AP EXT-5276 offline in South Wing,Batch imported ticket for Wireless AP EXT-5276 offline in South Wing. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-5276. User IP: 127.85.236.164,network,High,open
Payment gateway 500 status on /checkout/EXT-7348,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-7348. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-7348. User IP: 129.79.52.211,application,High,open
Unauthorized S3 bucket policy modification on EXT-9601,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-9601. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-9601. User IP: 56.244.147.97,security,High,resolved
S3 bucket EXT-8179 access denied for service role,Batch imported ticket for S3 bucket EXT-8179 access denied for service role. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-8179. User IP: 155.107.202.181,storage,High,in_progress
Server cluster EXT-4579 high CPU usage warning,Batch imported ticket for Server cluster EXT-4579 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-4579. User IP: 177.203.71.84,infrastructure,High,in_progress
Server cluster EXT-2078 high CPU usage warning,Batch imported ticket for Server cluster EXT-2078 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-2078. User IP: 199.159.58.11,infrastructure,Critical,resolved
API Latency increased for /v1/products/list - EXT-5594,Batch imported ticket for API Latency increased for /v1/products/list - EXT-5594. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-5594. User IP: 32.113.88.191,application,High,resolved
DNS resolution failure for internal host EXT-6093,Batch imported ticket for DNS resolution failure for internal host EXT-6093. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-6093. User IP: 194.237.94.212,network,Low,in_progress
Password reset requested for executive account EXT-4857,Batch imported ticket for Password reset requested for executive account EXT-4857. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-4857. User IP: 198.68.155.104,access,High,resolved
S3 bucket EXT-9818 access denied for service role,Batch imported ticket for S3 bucket EXT-9818 access denied for service role. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-9818. User IP: 228.64.77.171,storage,Critical,resolved
Server cluster EXT-9459 high CPU usage warning,Batch imported ticket for Server cluster EXT-9459 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-9459. User IP: 72.143.228.238,infrastructure,Low,resolved
Credential stuffing attempt blocked on IP range EXT-5693.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-5693.0.0/16. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-5693. User IP: 87.45.101.11,security,High,resolved
API Latency increased for /v1/products/list - EXT-8746,Batch imported ticket for API Latency increased for /v1/products/list - EXT-8746. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-8746. User IP: 32.128.105.85,application,Critical,open
Password reset requested for executive account EXT-1343,Batch imported ticket for Password reset requested for executive account EXT-1343. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-1343. User IP: 186.244.170.173,access,Low,in_progress
Unauthorized S3 bucket policy modification on EXT-7810,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-7810. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-7810. User IP: 32.33.92.147,security,High,resolved
Password reset requested for executive account EXT-6459,Batch imported ticket for Password reset requested for executive account EXT-6459. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-6459. User IP: 144.245.99.240,access,Low,open
API Latency increased for /v1/products/list - EXT-8351,Batch imported ticket for API Latency increased for /v1/products/list - EXT-8351. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-8351. User IP: 29.251.247.172,application,Low,in_progress
API Latency increased for /v1/products/list - EXT-1424,Batch imported ticket for API Latency increased for /v1/products/list - EXT-1424. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-1424. User IP: 238.214.209.194,application,Medium,open
User session timeout issue on mobile app version EXT-2500,Batch imported ticket for User session timeout issue on mobile app version EXT-2500. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-2500. User IP: 181.148.36.175,application,High,resolved
DNS resolution failure for internal host EXT-6638,Batch imported ticket for DNS resolution failure for internal host EXT-6638. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-6638. User IP: 134.85.168.52,network,Medium,in_progress
Unauthorized S3 bucket policy modification on EXT-2621,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-2621. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-2621. User IP: 101.85.63.22,security,Low,resolved
User session timeout issue on mobile app version EXT-3857,Batch imported ticket for User session timeout issue on mobile app version EXT-3857. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-3857. User IP: 51.147.105.41,application,Medium,resolved
User session timeout issue on mobile app version EXT-6897,Batch imported ticket for User session timeout issue on mobile app version EXT-6897. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-6897. User IP: 33.161.57.124,application,Low,open
Database backup failure for instance EXT-6462 on S3,Batch imported ticket for Database backup failure for instance EXT-6462 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-6462. User IP: 215.28.217.212,database,High,in_progress
VPC Peering connection EXT-1289 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-1289 dropped packets detected. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-1289. User IP: 194.249.217.133,infrastructure,Medium,resolved
Connection pool exhaustion on microservice EXT-2497,Batch imported ticket for Connection pool exhaustion on microservice EXT-2497. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-2497. User IP: 240.111.62.216,database,Medium,open
Unauthorized S3 bucket policy modification on EXT-4388,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-4388. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-4388. User IP: 37.189.191.9,security,High,open
EFS mount failure on instance EXT-8303,Batch imported ticket for EFS mount failure on instance EXT-8303. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-8303. User IP: 164.243.3.225,storage,High,in_progress
Wireless AP EXT-5114 offline in South Wing,Batch imported ticket for Wireless AP EXT-5114 offline in South Wing. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-5114. User IP: 176.125.52.77,network,Medium,in_progress
API Latency increased for /v1/products/list - EXT-2469,Batch imported ticket for API Latency increased for /v1/products/list - EXT-2469. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-2469. User IP: 116.27.227.37,application,Medium,open
Role-based access change request for team EXT-5648,Batch imported ticket for Role-based access change request for team EXT-5648. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-5648. User IP: 4.0.11.183,access,Critical,in_progress
Postgres slow query optimization needed for EXT-7334,Batch imported ticket for Postgres slow query optimization needed for EXT-7334. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-7334. User IP: 175.157.231.17,database,Low,open
Database backup failure for instance EXT-2570 on S3,Batch imported ticket for Database backup failure for instance EXT-2570 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-2570. User IP: 40.100.170.23,database,High,resolved
Server cluster EXT-1653 high CPU usage warning,Batch imported ticket for Server cluster EXT-1653 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-1653. User IP: 102.171.30.122,infrastructure,High,in_progress
Disk space low (95%) on shared drive EXT-4039,Batch imported ticket for Disk space low (95%) on shared drive EXT-4039. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-4039. User IP: 58.83.81.120,storage,High,open
Password reset requested for executive account EXT-4318,Batch imported ticket for Password reset requested for executive account EXT-4318. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-4318. User IP: 74.50.216.109,access,Medium,resolved
Credential stuffing attempt blocked on IP range EXT-8121.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-8121.0.0/16. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-8121. User IP: 84.142.214.177,security,Low,open
Password reset requested for executive account EXT-7914,Batch imported ticket for Password reset requested for executive account EXT-7914. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-7914. User IP: 200.179.242.94,access,Medium,resolved
DNS resolution failure for internal host EXT-8645,Batch imported ticket for DNS resolution failure for internal host EXT-8645. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-8645. User IP: 16.219.127.112,network,Low,resolved
Payment gateway 500 status on /checkout/EXT-6336,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-6336. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-6336. User IP: 31.100.212.47,application,Medium,in_progress
Wireless AP EXT-6067 offline in South Wing,Batch imported ticket for Wireless AP EXT-6067 offline in South Wing. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-6067. User IP: 165.72.180.215,network,High,open
Server cluster EXT-4295 high CPU usage warning,Batch imported ticket for Server cluster EXT-4295 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-4295. User IP: 106.180.124.67,infrastructure,Medium,open
Database backup failure for instance EXT-4979 on S3,Batch imported ticket for Database backup failure for instance EXT-4979 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-4979. User IP: 246.152.88.10,database,Medium,in_progress
Unusual login activity detected for account EXT-7030,Batch imported ticket for Unusual login activity detected for account EXT-7030. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-7030. User IP: 98.232.87.185,security,Critical,resolved
EFS mount failure on instance EXT-6748,Batch imported ticket for EFS mount failure on instance EXT-6748. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-6748. User IP: 193.156.161.148,storage,High,resolved
S3 bucket EXT-4906 access denied for service role,Batch imported ticket for S3 bucket EXT-4906 access denied for service role. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-4906. User IP: 139.69.12.182,storage,High,open
Wireless AP EXT-9502 offline in South Wing,Batch imported ticket for Wireless AP EXT-9502 offline in South Wing. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-9502. User IP: 64.247.157.188,network,Medium,open
Payment gateway 500 status on /checkout/EXT-1728,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-1728. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-1728. User IP: 237.181.48.4,application,Critical,resolved
Database backup failure for instance EXT-1089 on S3,Batch imported ticket for Database backup failure for instance EXT-1089 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-1089. User IP: 167.249.45.19,database,Medium,open
Password reset requested for executive account EXT-4138,Batch imported ticket for Password reset requested for executive account EXT-4138. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-4138. User IP: 240.105.163.166,access,Low,resolved
API Latency increased for /v1/products/list - EXT-8317,Batch imported ticket for API Latency increased for /v1/products/list - EXT-8317. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-8317. User IP: 83.111.110.249,application,Low,resolved
Password reset requested for executive account EXT-7657,Batch imported ticket for Password reset requested for executive account EXT-7657. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-7657. User IP: 174.12.73.99,access,Medium,resolved
Connection pool exhaustion on microservice EXT-4278,Batch imported ticket for Connection pool exhaustion on microservice EXT-4278. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-4278. User IP: 61.82.180.23,database,Low,open
Role-based access change request for team EXT-4030,Batch imported ticket for Role-based access change request for team EXT-4030. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-4030. User IP: 52.225.240.72,access,High,resolved
Password reset requested for executive account EXT-7749,Batch imported ticket for Password reset requested for executive account EXT-7749. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-7749. User IP: 229.59.98.237,access,Medium,resolved
API Latency increased for /v1/products/list - EXT-7423,Batch imported ticket for API Latency increased for /v1/products/list - EXT-7423. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-7423. User IP: 175.253.41.108,application,Low,resolved
S3 bucket EXT-5772 access denied for service role,Batch imported ticket for S3 bucket EXT-5772 access denied for service role. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-5772. User IP: 123.160.94.98,storage,Medium,open
API Latency increased for /v1/products/list - EXT-4778,Batch imported ticket for API Latency increased for /v1/products/list - EXT-4778. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-4778. User IP: 175.98.133.97,application,Medium,open
API Latency increased for /v1/products/list - EXT-5240,Batch imported ticket for API Latency increased for /v1/products/list - EXT-5240. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-5240. User IP: 13.247.150.97,application,Low,open
EFS mount failure on instance EXT-2585,Batch imported ticket for EFS mount failure on instance EXT-2585. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-2585. User IP: 58.254.76.199,storage,High,open
VPC Peering connection EXT-2442 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-2442 dropped packets detected. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-2442. User IP: 132.134.206.188,infrastructure,Medium,open
VPN tunnel EXT-6238 status changed to Down,Batch imported ticket for VPN tunnel EXT-6238 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-6238. User IP: 71.52.131.157,network,Critical,resolved
API Latency increased for /v1/products/list - EXT-1226,Batch imported ticket for API Latency increased for /v1/products/list - EXT-1226. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-1226. User IP: 33.195.113.131,application,Low,open
EFS mount failure on instance EXT-4661,Batch imported ticket for EFS mount failure on instance EXT-4661. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-4661. User IP: 83.161.113.226,storage,Low,resolved
Role-based access change request for team EXT-3797,Batch imported ticket for Role-based access change request for team EXT-3797. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-3797. User IP: 192.89.79.96,access,High,resolved
EFS mount failure on instance EXT-2947,Batch imported ticket for EFS mount failure on instance EXT-2947. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-2947. User IP: 26.12.130.161,storage,Critical,open
Load Balancer EXT-4782 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-4782 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-4782. User IP: 191.43.75.75,infrastructure,Medium,in_progress
Role-based access change request for team EXT-8076,Batch imported ticket for Role-based access change request for team EXT-8076. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-8076. User IP: 135.221.100.172,access,Critical,in_progress
Unauthorized S3 bucket policy modification on EXT-4485,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-4485. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-4485. User IP: 249.211.200.57,security,Critical,resolved
Server cluster EXT-2439 high CPU usage warning,Batch imported ticket for Server cluster EXT-2439 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-2439. User IP: 16.115.179.163,infrastructure,Low,in_progress
VPC Peering connection EXT-7601 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-7601 dropped packets detected. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-7601. User IP: 26.16.210.156,infrastructure,Low,in_progress
S3 bucket EXT-2426 access denied for service role,Batch imported ticket for S3 bucket EXT-2426 access denied for service role. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-2426. User IP: 103.52.25.57,storage,Critical,in_progress
VPC Peering connection EXT-4277 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-4277 dropped packets detected. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-4277. User IP: 233.167.202.137,infrastructure,High,open
API Latency increased for /v1/products/list - EXT-4977,Batch imported ticket for API Latency increased for /v1/products/list - EXT-4977. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-4977. User IP: 78.189.255.78,application,Medium,open
Database backup failure for instance EXT-1482 on S3,Batch imported ticket for Database backup failure for instance EXT-1482 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-1482. User IP: 95.244.154.173,database,Low,in_progress
Credential stuffing attempt blocked on IP range EXT-5943.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-5943.0.0/16. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-5943. User IP: 228.9.147.197,security,Low,in_progress
User session timeout issue on mobile app version EXT-3345,Batch imported ticket for User session timeout issue on mobile app version EXT-3345. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-3345. User IP: 185.93.245.62,application,Medium,in_progress
Unauthorized S3 bucket policy modification on EXT-6871,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-6871. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-6871. User IP: 143.38.1.191,security,High,resolved
API Latency increased for /v1/products/list - EXT-2326,Batch imported ticket for API Latency increased for /v1/products/list - EXT-2326. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-2326. User IP: 144.247.110.145,application,Critical,open
VPN tunnel EXT-4475 status changed to Down,Batch imported ticket for VPN tunnel EXT-4475 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-4475. User IP: 182.55.108.11,network,High,open
EFS mount failure on instance EXT-6746,Batch imported ticket for EFS mount failure on instance EXT-6746. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-6746. User IP: 25.167.50.131,storage,Medium,open
Wireless AP EXT-4171 offline in South Wing,Batch imported ticket for Wireless AP EXT-4171 offline in South Wing. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-4171. User IP: 177.157.0.117,network,Critical,resolved
Credential stuffing attempt blocked on IP range EXT-7919.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-7919.0.0/16. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-7919. User IP: 167.17.34.102,security,High,in_progress
Postgres slow query optimization needed for EXT-3997,Batch imported ticket for Postgres slow query optimization needed for EXT-3997. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-3997. User IP: 56.81.168.154,database,Low,open
Postgres slow query optimization needed for EXT-7486,Batch imported ticket for Postgres slow query optimization needed for EXT-7486. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-7486. User IP: 94.243.148.219,database,Low,open
Password reset requested for executive account EXT-9062,Batch imported ticket for Password reset requested for executive account EXT-9062. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-9062. User IP: 247.55.186.128,access,Medium,open
Server cluster EXT-2369 high CPU usage warning,Batch imported ticket for Server cluster EXT-2369 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-2369. User IP: 179.31.42.10,infrastructure,Low,open
VPC Peering connection EXT-2272 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-2272 dropped packets detected. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-2272. User IP: 109.146.3.127,infrastructure,Critical,resolved
Credential stuffing attempt blocked on IP range EXT-1154.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-1154.0.0/16. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-1154. User IP: 229.195.29.54,security,Medium,resolved
EFS mount failure on instance EXT-6237,Batch imported ticket for EFS mount failure on instance EXT-6237. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-6237. User IP: 174.195.213.82,storage,Critical,open
Unusual login activity detected for account EXT-6824,Batch imported ticket for Unusual login activity detected for account EXT-6824. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-6824. User IP: 9.231.18.103,security,Low,resolved
EFS mount failure on instance EXT-4509,Batch imported ticket for EFS mount failure on instance EXT-4509. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-4509. User IP: 76.63.104.78,storage,Low,in_progress
Load Balancer EXT-1686 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-1686 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-1686. User IP: 48.37.35.98,infrastructure,Low,in_progress
API Latency increased for /v1/products/list - EXT-3993,Batch imported ticket for API Latency increased for /v1/products/list - EXT-3993. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-3993. User IP: 12.252.207.106,application,Critical,in_progress
Connection pool exhaustion on microservice EXT-5843,Batch imported ticket for Connection pool exhaustion on microservice EXT-5843. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-5843. User IP: 228.169.121.135,database,Medium,resolved
User session timeout issue on mobile app version EXT-5287,Batch imported ticket for User session timeout issue on mobile app version EXT-5287. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-5287. User IP: 205.241.140.37,application,Medium,in_progress
Postgres slow query optimization needed for EXT-4557,Batch imported ticket for Postgres slow query optimization needed for EXT-4557. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-4557. User IP: 84.179.230.66,database,High,open
Database backup failure for instance EXT-6771 on S3,Batch imported ticket for Database backup failure for instance EXT-6771 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-6771. User IP: 202.39.29.183,database,Low,in_progress
Role-based access change request for team EXT-8580,Batch imported ticket for Role-based access change request for team EXT-8580. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-8580. User IP: 97.12.211.208,access,Critical,in_progress
VPN tunnel EXT-8551 status changed to Down,Batch imported ticket for VPN tunnel EXT-8551 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-8551. User IP: 114.37.218.118,network,High,in_progress
Unauthorized S3 bucket policy modification on EXT-8316,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-8316. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-8316. User IP: 52.7.145.88,security,Low,in_progress
Server cluster EXT-4245 high CPU usage warning,Batch imported ticket for Server cluster EXT-4245 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-4245. User IP: 150.137.137.159,infrastructure,High,in_progress
Connection pool exhaustion on microservice EXT-8517,Batch imported ticket for Connection pool exhaustion on microservice EXT-8517. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-8517. User IP: 54.126.147.192,database,High,open
Connection pool exhaustion on microservice EXT-9557,Batch imported ticket for Connection pool exhaustion on microservice EXT-9557. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-9557. User IP: 151.151.19.90,database,High,open
VPC Peering connection EXT-1046 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-1046 dropped packets detected. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-1046. User IP: 210.48.95.130,infrastructure,High,resolved
DNS resolution failure for internal host EXT-6817,Batch imported ticket for DNS resolution failure for internal host EXT-6817. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-6817. User IP: 252.57.197.131,network,Medium,in_progress
VPC Peering connection EXT-8300 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-8300 dropped packets detected. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-8300. User IP: 109.109.60.235,infrastructure,Medium,resolved
Server cluster EXT-7446 high CPU usage warning,Batch imported ticket for Server cluster EXT-7446 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-7446. User IP: 35.37.205.161,infrastructure,Low,resolved
Payment gateway 500 status on /checkout/EXT-7309,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-7309. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-7309. User IP: 112.234.208.37,application,Low,in_progress
Disk space low (95%) on shared drive EXT-4563,Batch imported ticket for Disk space low (95%) on shared drive EXT-4563. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-4563. User IP: 210.4.235.35,storage,Critical,in_progress
Server cluster EXT-7516 high CPU usage warning,Batch imported ticket for Server cluster EXT-7516 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-7516. User IP: 66.148.23.92,infrastructure,High,resolved
Disk space low (95%) on shared drive EXT-2240,Batch imported ticket for Disk space low (95%) on shared drive EXT-2240. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-2240. User IP: 226.230.79.83,storage,Medium,resolved
Server cluster EXT-9116 high CPU usage warning,Batch imported ticket for Server cluster EXT-9116 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-9116. User IP: 95.214.153.100,infrastructure,High,open
Postgres slow query optimization needed for EXT-2749,Batch imported ticket for Postgres slow query optimization needed for EXT-2749. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-2749. User IP: 155.71.219.13,database,Critical,open
Payment gateway 500 status on /checkout/EXT-2572,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-2572. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-2572. User IP: 88.243.24.135,application,Medium,open
VPN tunnel EXT-7034 status changed to Down,Batch imported ticket for VPN tunnel EXT-7034 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-7034. User IP: 13.226.211.13,network,High,open
Unauthorized S3 bucket policy modification on EXT-3056,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-3056. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-3056. User IP: 46.121.189.79,security,High,open
S3 bucket EXT-6519 access denied for service role,Batch imported ticket for S3 bucket EXT-6519 access denied for service role. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-6519. User IP: 156.146.87.101,storage,Low,open
Role-based access change request for team EXT-4244,Batch imported ticket for Role-based access change request for team EXT-4244. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-4244. User IP: 146.99.175.106,access,Critical,resolved
EFS mount failure on instance EXT-5310,Batch imported ticket for EFS mount failure on instance EXT-5310. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-5310. User IP: 216.218.9.255,storage,High,resolved
