Subject,Description,Service,Impact,Status
API Latency increased for /v1/products/list - EXT-1384,Batch imported ticket for API Latency increased for /v1/products/list - EXT-1384. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-1384. User IP: 199.43.81.109,Application,High,in_progress
Unauthorized S3 bucket policy modification on EXT-7260,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-7260. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-7260. User IP: 233.147.170.168,Security,Critical,in_progress
Unauthorized S3 bucket policy modification on EXT-5765,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-5765. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-5765. User IP: 154.52.136.18,Security,Low,in_progress
Credential stuffing attempt blocked on IP range EXT-8979.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-8979.0.0/16. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-8979. User IP: 224.10.184.85,Security,Critical,open
VPC Peering connection EXT-5575 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-5575 dropped packets detected. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-5575. User IP: 171.240.20.12,Infrastructure,Low,open
Connection pool exhaustion on microservice EXT-3874,Batch imported ticket for Connection pool exhaustion on microservice EXT-3874. This issue was detected by external monitoring system. Please investigate the Database logs for ID EXT-3874. User IP: 191.173.150.209,Database,Critical,open
Payment gateway 500 status on /checkout/EXT-1046,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-1046. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-1046. User IP: 104.96.49.42,Application,High,in_progress
Database backup failure for instance EXT-7488 on S3,Batch imported ticket for Database backup failure for instance EXT-7488 on S3. This issue was detected by external monitoring system. Please investigate the Database logs for ID EXT-7488. User IP: 107.251.246.2,Database,High,open
EFS mount failure on instance EXT-2953,Batch imported ticket for EFS mount failure on instance EXT-2953. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-2953. User IP: 161.145.185.30,Storage,Low,resolved
Role-based access change request for team EXT-7338,Batch imported ticket for Role-based access change request for team EXT-7338. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-7338. User IP: 94.51.189.140,Access Management,Low,resolved
Credential stuffing attempt blocked on IP range EXT-7637.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-7637.0.0/16. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-7637. User IP: 164.34.88.82,Security,Medium,open
Role-based access change request for team EXT-2807,Batch imported ticket for Role-based access change request for team EXT-2807. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-2807. User IP: 191.37.16.1,Access Management,Low,open
VPN tunnel EXT-3954 status changed to Down,Batch imported ticket for VPN tunnel EXT-3954 status changed to Down. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-3954. User IP: 72.56.142.200,Network,Medium,in_progress
Disk space low (95%) on shared drive EXT-6321,Batch imported ticket for Disk space low (95%) on shared drive EXT-6321. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-6321. User IP: 223.154.79.122,Storage,Low,in_progress
Unauthorized S3 bucket policy modification on EXT-1365,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-1365. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-1365. User IP: 244.120.157.168,Security,Medium,in_progress
New employee AD account creation for user EXT-8952,Batch imported ticket for New employee AD account creation for user EXT-8952. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-8952. User IP: 101.213.168.132,Access Management,Medium,resolved
Password reset requested for executive account EXT-2299,Batch imported ticket for Password reset requested for executive account EXT-2299. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-2299. User IP: 214.103.200.219,Access Management,Low,resolved
Load Balancer EXT-4265 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-4265 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-4265. User IP: 203.118.73.24,Infrastructure,Critical,in_progress
API Latency increased for /v1/products/list - EXT-7336,Batch imported ticket for API Latency increased for /v1/products/list - EXT-7336. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-7336. User IP: 155.79.32.127,Application,High,open
DNS resolution failure for internal host EXT-6613,Batch imported ticket for DNS resolution failure for internal host EXT-6613. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-6613. User IP: 32.79.120.162,Network,High,open
VPC Peering connection EXT-6816 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-6816 dropped packets detected. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-6816. User IP: 108.19.64.118,Infrastructure,Critical,in_progress
Database backup failure for instance EXT-4193 on S3,Batch imported ticket for Database backup failure for instance EXT-4193 on S3. This issue was detected by external monitoring system. Please investigate the Database logs for ID EXT-4193. User IP: 32.248.3.248,Database,Low,resolved
Wireless AP EXT-1965 offline in South Wing,Batch imported ticket for Wireless AP EXT-1965 offline in South Wing. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-1965. User IP: 89.194.25.97,Network,Critical,in_progress
VPN tunnel EXT-9451 status changed to Down,Batch imported ticket for VPN tunnel EXT-9451 status changed to Down. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-9451. User IP: 81.220.156.43,Network,Low,open
Server cluster EXT-2526 high CPU usage warning,Batch imported ticket for Server cluster EXT-2526 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-2526. User IP: 170.149.164.233,Infrastructure,Critical,resolved
New employee AD account creation for user EXT-2170,Batch imported ticket for New employee AD account creation for user EXT-2170. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-2170. User IP: 165.225.196.115,Access Management,Critical,in_progress
Payment gateway 500 status on /checkout/EXT-9663,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-9663. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-9663. User IP: 217.153.114.78,Application,Low,resolved
Role-based access change request for team EXT-3795,Batch imported ticket for Role-based access change request for team EXT-3795. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-3795. User IP: 50.10.123.254,Access Management,Medium,in_progress
Database backup failure for instance EXT-3768 on S3,Batch imported ticket for Database backup failure for instance EXT-3768 on S3. This issue was detected by external monitoring system. Please investigate the Database logs for ID EXT-3768. User IP: 81.9.205.84,Database,Medium,open
VPC Peering connection EXT-1483 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-1483 dropped packets detected. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-1483. User IP: 159.5.153.217,Infrastructure,Low,open
VPC Peering connection EXT-1415 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-1415 dropped packets detected. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-1415. User IP: 146.120.88.76,Infrastructure,High,open
Payment gateway 500 status on /checkout/EXT-6767,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-6767. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-6767. User IP: 198.50.186.126,Application,Low,in_progress
API Latency increased for /v1/products/list - EXT-3243,Batch imported ticket for API Latency increased for /v1/products/list - EXT-3243. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-3243. User IP: 72.155.14.38,Application,Low,resolved
Password reset requested for executive account EXT-7778,Batch imported ticket for Password reset requested for executive account EXT-7778. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-7778. User IP: 70.132.3.108,Access Management,Medium,open
New employee AD account creation for user EXT-4354,Batch imported ticket for New employee AD account creation for user EXT-4354. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-4354. User IP: 131.235.119.238,Access Management,Critical,in_progress
Server cluster EXT-4715 high CPU usage warning,Batch imported ticket for Server cluster EXT-4715 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-4715. User IP: 220.44.86.208,Infrastructure,Low,resolved
Server cluster EXT-8302 high CPU usage warning,Batch imported ticket for Server cluster EXT-8302 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-8302. User IP: 248.84.98.130,Infrastructure,Low,in_progress
User session timeout issue on mobile app version EXT-5121,Batch imported ticket for User session timeout issue on mobile app version EXT-5121. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-5121. User IP: 177.85.148.130,Application,High,resolved
Disk space low (95%) on shared drive EXT-9607,Batch imported ticket for Disk space low (95%) on shared drive EXT-9607. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-9607. User IP: 237.163.228.98,Storage,Critical,in_progress
Password reset requested for executive account EXT-9637,Batch imported ticket for Password reset requested for executive account EXT-9637. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-9637. User IP: 39.70.5.126,Access Management,Critical,resolved
Disk space low (95%) on shared drive EXT-4419,Batch imported ticket for Disk space low (95%) on shared drive EXT-4419. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-4419. User IP: 82.195.42.57,Storage,Low,open
Disk space low (95%) on shared drive EXT-3871,Batch imported ticket for Disk space low (95%) on shared drive EXT-3871. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-3871. User IP: 203.172.180.202,Storage,Medium,resolved
User session timeout issue on mobile app version EXT-4135,Batch imported ticket for User session timeout issue on mobile app version EXT-4135. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-4135. User IP: 189.152.241.97,Application,Medium,in_progress
DNS resolution failure for internal host EXT-1465,Batch imported ticket for DNS resolution failure for internal host EXT-1465. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-1465. User IP: 127.41.71.193,Network,Low,resolved
Postgres slow query optimization needed for EXT-1943,Batch imported ticket for Postgres slow query optimization needed for EXT-1943. This issue was detected by external monitoring system. Please investigate the Database logs for ID EXT-1943. User IP: 123.54.32.251,Database,Low,resolved
Wireless AP EXT-5058 offline in South Wing,Batch imported ticket for Wireless AP EXT-5058 offline in South Wing. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-5058. User IP: 98.124.67.87,Network,Low,open
